issue,date,red1,red2,red3
2025258,2025-09-25(四),02,06,06
2025259,2025-09-26(五),02,05,06
2025260,2025-09-27(六),01,09,09
2025261,2025-09-28(日),01,05,07
2025262,2025-09-29(一),01,04,09
2025263,2025-09-30(二),03,09,09
2025264,2025-10-05(日),03,04,07
2025265,2025-10-06(一),04,05,06
2025266,2025-10-07(二),02,03,07
2025267,2025-10-08(三),01,03,09
2025268,2025-10-09(四),04,06,07
2025269,2025-10-10(五),00,05,05
2025270,2025-10-11(六),00,04,08
2025271,2025-10-12(日),02,07,07
2025272,2025-10-13(一),06,07,09
2025273,2025-10-14(二),00,04,05
2025274,2025-10-15(三),05,06,09
2025275,2025-10-16(四),00,02,03
2025276,2025-10-17(五),01,04,07
2025277,2025-10-18(六),00,01,06
2025278,2025-10-19(日),02,06,09
2025279,2025-10-20(一),02,05,07
2025280,2025-10-21(二),01,01,04
2025281,2025-10-22(三),07,08,09
2025282,2025-10-23(四),01,04,06
2025283,2025-10-24(五),04,06,06
2025284,2025-10-25(六),04,04,08
2025285,2025-10-26(日),01,02,07
2025286,2025-10-27(一),02,07,08
2025287,2025-10-28(二),00,05,08
2025288,2025-10-29(三),06,07,07
2025289,2025-10-30(四),03,04,07
2025290,2025-10-31(五),02,03,03
2025291,2025-11-01(六),04,07,09
2025292,2025-11-02(日),01,01,07
2025293,2025-11-03(一),01,04,05
2025294,2025-11-04(二),01,03,05
2025295,2025-11-05(三),02,03,07
2025296,2025-11-06(四),03,05,07
2025297,2025-11-07(五),00,01,05
2025298,2025-11-08(六),04,04,05
2025299,2025-11-09(日),03,05,08
2025300,2025-11-10(一),06,07,08
2025301,2025-11-11(二),05,05,07
2025302,2025-11-12(三),01,05,07
2025303,2025-11-13(四),03,03,09
2025304,2025-11-14(五),01,04,07
2025305,2025-11-15(六),00,01,03
2025306,2025-11-16(日),06,07,09
2025307,2025-11-17(一),01,04,06
2025308,2025-11-18(二),04,04,08
2025309,2025-11-19(三),00,01,09
2025310,2025-11-20(四),01,06,09
2025311,2025-11-21(五),00,04,06
2025312,2025-11-22(六),06,08,09
2025313,2025-11-23(日),04,06,06
2025314,2025-11-24(一),01,07,09
2025315,2025-11-25(二),02,07,09
2025316,2025-11-26(三),05,07,07
2025317,2025-11-27(四),00,01,03
2025318,2025-11-28(五),00,03,04
2025319,2025-11-29(六),02,04,09
2025320,2025-11-30(日),01,01,02
2025321,2025-12-01(一),04,07,08
2025322,2025-12-02(二),02,02,06
2025323,2025-12-03(三),01,05,05
2025324,2025-12-04(四),01,06,06
2025325,2025-12-05(五),01,05,06
2025326,2025-12-06(六),01,05,08
2025327,2025-12-07(日),07,08,09
2025328,2025-12-08(一),00,00,04
2025329,2025-12-09(二),04,05,06
2025330,2025-12-10(三),00,02,06
2025331,2025-12-11(四),00,00,05
2025332,2025-12-12(五),05,08,08
2025333,2025-12-13(六),02,03,07
2025334,2025-12-14(日),01,08,09
2025335,2025-12-15(一),00,01,05
2025336,2025-12-16(二),01,04,06
2025337,2025-12-17(三),06,07,08
2025338,2025-12-18(四),06,08,09
2025339,2025-12-19(五),06,06,07
2025340,2025-12-20(六),00,01,03
2025341,2025-12-21(日),06,09,09
2025342,2025-12-22(一),01,06,08
2025343,2025-12-23(二),04,05,06
2025344,2025-12-24(三),02,02,06
2025345,2025-12-25(四),00,03,06
2025346,2025-12-26(五),07,08,09
2025347,2025-12-27(六),01,02,09
2025348,2025-12-28(日),02,07,08
2025349,2025-12-29(一),03,04,07
2025350,2025-12-30(二),00,05,08
2025351,2025-12-31(三),02,04,05
2026001,2026-01-01(四),02,08,09
2026002,2026-01-02(五),00,02,05
2026003,2026-01-03(六),00,01,06
2026004,2026-01-04(日),00,01,09
2026005,2026-01-05(一),04,06,07
2026006,2026-01-06(二),02,04,04
2026007,2026-01-07(三),03,03,05
2026008,2026-01-08(四),02,02,05
2026009,2026-01-09(五),02,05,06
2026010,2026-01-10(六),06,06,07
2026011,2026-01-11(日),04,06,07
2026012,2026-01-12(一),01,02,04
2026013,2026-01-13(二),01,03,05
2026014,2026-01-14(三),00,00,05
2026015,2026-01-15(四),02,03,05
2026016,2026-01-16(五),02,05,08
2026017,2026-01-17(六),04,05,09
2026018,2026-01-18(日),04,04,09
2026019,2026-01-19(一),02,02,03
2026020,2026-01-20(二),06,06,07
2026021,2026-01-21(三),05,05,09
2026022,2026-01-22(四),06,07,08
2026023,2026-01-23(五),04,07,08
2026024,2026-01-24(六),01,01,09
2026025,2026-01-25(日),00,02,09
2026026,2026-01-26(一),00,09,09
2026027,2026-01-27(二),01,02,06
2026028,2026-01-28(三),00,02,07
2026029,2026-01-29(四),00,00,03
2026030,2026-01-30(五),01,03,04
2026031,2026-01-31(六),01,02,04
2026032,2026-02-01(日),02,04,05
2026033,2026-02-02(一),01,01,09
2026034,2026-02-03(二),00,02,05
2026035,2026-02-04(三),01,02,03
2026036,2026-02-05(四),02,06,07
2026037,2026-02-06(五),00,02,04
2026038,2026-02-07(六),04,06,07
2026039,2026-02-08(日),00,04,05
2026040,2026-02-09(一),02,04,05
2026041,2026-02-10(二),00,01,09
2026042,2026-02-11(三),04,05,08
2026043,2026-02-12(四),05,06,07
2026044,2026-02-13(五),05,08,09
2026045,2026-02-24(二),01,01,08
2026046,2026-02-25(三),01,02,09
2026047,2026-02-26(四),03,06,09
2026048,2026-02-27(五),01,02,06
2026049,2026-02-28(六),00,01,01
2026050,2026-03-01(日),06,08,09
2026051,2026-03-02(一),00,02,03
2026052,2026-03-03(二),02,07,07
2026053,2026-03-04(三),05,05,07
2026054,2026-03-05(四),01,02,07
2026055,2026-03-06(五),00,01,07
2026056,2026-03-07(六),04,07,07
2026057,2026-03-08(日),02,04,06
2026058,2026-03-09(一),03,04,05
2026059,2026-03-10(二),04,07,09
2026060,2026-03-11(三),03,04,09
2026061,2026-03-12(四),02,04,09
2026062,2026-03-13(五),02,04,09
2026063,2026-03-14(六),01,05,07
2026064,2026-03-15(日),00,04,06
2026065,2026-03-16(一),00,05,07
2026066,2026-03-17(二),03,04,09
2026067,2026-03-18(三),05,06,09
2026068,2026-03-19(四),00,06,07
2026069,2026-03-20(五),00,08,09
2026070,2026-03-21(六),04,04,08
2026071,2026-03-22(日),01,02,06
2026072,2026-03-23(一),02,04,05
2026073,2026-03-24(二),00,04,05
2026074,2026-03-25(三),04,07,08
2026075,2026-03-26(四),01,06,08
2026076,2026-03-27(五),03,06,08
2026077,2026-03-28(六),01,01,02
2026078,2026-03-29(日),00,04,09
2026079,2026-03-30(一),02,03,03
2026080,2026-03-31(二),00,02,08
2026081,2026-04-01(三),02,07,08
2026082,2026-04-02(四),02,04,09
2026083,2026-04-03(五),00,05,06
2026084,2026-04-04(六),04,05,06
2026085,2026-04-05(日),01,01,08
2026086,2026-04-06(一),02,03,08
2026087,2026-04-07(二),01,01,09
2026088,2026-04-08(三),00,06,08
2026089,2026-04-09(四),02,02,09
2026090,2026-04-10(五),01,06,08
2026091,2026-04-11(六),03,05,07
2026092,2026-04-12(日),00,07,08
2026093,2026-04-13(一),01,05,08
2026094,2026-04-14(二),01,04,08
2026095,2026-04-15(三),00,02,02
2026096,2026-04-16(四),06,08,09
2026097,2026-04-17(五),01,08,08
2026098,2026-04-18(六),01,03,05
2026099,2026-04-19(日),07,07,08
2026100,2026-04-20(一),01,04,04
2026101,2026-04-21(二),04,05,08
2026102,2026-04-22(三),00,02,04
2026103,2026-04-23(四),01,06,06
2026104,2026-04-24(五),02,04,08
2026105,2026-04-25(六),01,03,06
2026106,2026-04-26(日),02,08,09
2026107,2026-04-27(一),02,07,08
2026108,2026-04-28(二),01,06,07
2026109,2026-04-29(三),01,05,09
2026110,2026-04-30(四),03,07,09
2026111,2026-05-01(五),03,06,08
2026112,2026-05-02(六),00,05,06
2026113,2026-05-03(日),00,00,04
2026114,2026-05-04(一),04,06,08
2026115,2026-05-05(二),01,05,08
2026116,2026-05-06(三),00,00,02
2026117,2026-05-07(四),01,01,04
2026118,2026-05-08(五),01,02,03
2026119,2026-05-09(六),01,01,02
2026120,2026-05-10(日),03,04,07
2026121,2026-05-11(一),03,03,09
2026122,2026-05-12(二),03,04,06
2026123,2026-05-13(三),00,00,02
2026124,2026-05-14(四),00,02,08
2026125,2026-05-15(五),04,05,09
2026126,2026-05-16(六),04,06,08
2026127,2026-05-17(日),00,00,07
2026128,2026-05-18(一),06,07,07
2026129,2026-05-19(二),00,02,03
2026130,2026-05-20(三),02,06,07
2026131,2026-05-21(四),05,08,09
2026132,2026-05-22(五),05,06,07
2026133,2026-05-23(六),00,00,08
2026134,2026-05-24(日),04,05,06
2026135,2026-05-25(一),04,07,08
2026136,2026-05-26(二),08,08,09
2026137,2026-05-27(三),01,05,06
2026138,2026-05-28(四),00,07,09
2026139,2026-05-29(五),02,06,08
2026140,2026-05-30(六),02,05,08
2026141,2026-05-31(日),03,07,09
2026142,2026-06-01(一),04,08,09
2026143,2026-06-02(二),03,06,07
2026144,2026-06-03(三),02,06,07
2026145,2026-06-04(四),02,07,09
2026146,2026-06-05(五),04,04,06
2026147,2026-06-06(六),01,02,07
2026148,2026-06-07(日),00,04,08
2026149,2026-06-08(一),06,06,09
2026150,2026-06-09(二),00,02,07
2026151,2026-06-10(三),01,03,06
2026152,2026-06-11(四),00,02,02
2026153,2026-06-12(五),07,08,08
2026154,2026-06-13(六),03,07,07
2026155,2026-06-14(日),00,04,09
2026156,2026-06-15(一),01,02,06
2026157,2026-06-16(二),02,03,07
2026158,2026-06-17(三),01,07,08
2026159,2026-06-18(四),05,09,09
2026160,2026-06-19(五),02,03,03
2026161,2026-06-20(六),02,05,09
2026162,2026-06-21(日),05,05,08
2026163,2026-06-22(一),03,05,07
2026164,2026-06-23(二),00,06,09
2026165,2026-06-24(三),02,04,04
2026166,2026-06-25(四),00,00,09
2026167,2026-06-26(五),01,03,06
2026168,2026-06-27(六),00,01,03
2026169,2026-06-28(日),02,03,08
2026170,2026-06-29(一),00,05,08
2026171,2026-06-30(二),01,03,04
2026172,2026-07-01(三),04,04,05
2026173,2026-07-02(四),06,07,07
2026174,2026-07-03(五),01,06,08
2026175,2026-07-04(六),01,02,04
2026176,2026-07-05(日),02,06,09
2026177,2026-07-06(一),00,08,08
2026178,2026-07-07(二),02,06,06
2026179,2026-07-08(三),03,09,09
2026180,2026-07-09(四),00,02,05
2026181,2026-07-10(五),01,08,08
2026182,2026-07-11(六),02,06,06
2026183,2026-07-12(日),02,03,09
2026184,2026-07-13(一),00,02,09
2026185,2026-07-14(二),03,07,09
2026186,2026-07-15(三),00,04,05
2026187,2026-07-16(四),00,02,03
2026188,2026-07-17(五),06,09,09
2026189,2026-07-18(六),05,05,08
2026190,2026-07-19(日),00,02,06
2026191,2026-07-20(一),00,06,09
2026192,2026-07-21(二),02,04,05
2026193,2026-07-22(三),02,04,05
2026194,2026-07-23(四),02,03,08
