issue,date,red1,red2,red3
2017099,2017-04-16(日),00,04,06
2017100,2017-04-17(一),05,06,09
2017101,2017-04-18(二),00,08,09
2017102,2017-04-19(三),06,08,09
2017103,2017-04-20(四),00,03,05
2017104,2017-04-21(五),02,04,05
2017105,2017-04-22(六),01,02,04
2017106,2017-04-23(日),03,06,09
2017107,2017-04-24(一),02,05,07
2017108,2017-04-25(二),05,05,07
2017109,2017-04-26(三),04,08,08
2017110,2017-04-27(四),02,06,06
2017111,2017-04-28(五),01,03,03
2017112,2017-04-29(六),05,06,09
2017113,2017-04-30(日),04,05,07
2017114,2017-05-01(一),01,06,07
2017115,2017-05-02(二),00,01,06
2017116,2017-05-03(三),01,04,08
2017117,2017-05-04(四),01,03,07
2017118,2017-05-05(五),00,05,06
2017119,2017-05-06(六),00,05,09
2017120,2017-05-07(日),02,04,08
2017121,2017-05-08(一),03,04,09
2017122,2017-05-09(二),00,04,05
2017123,2017-05-10(三),00,00,08
2017124,2017-05-11(四),00,01,05
2017125,2017-05-12(五),07,08,08
2017126,2017-05-13(六),04,09,09
2017127,2017-05-14(日),02,03,06
2017128,2017-05-15(一),00,05,05
2017129,2017-05-16(二),05,06,06
2017130,2017-05-17(三),06,06,07
2017131,2017-05-18(四),02,04,08
2017132,2017-05-19(五),05,05,06
2017133,2017-05-20(六),00,02,09
2017134,2017-05-21(日),03,05,09
2017135,2017-05-22(一),00,07,07
2017136,2017-05-23(二),08,08,08
2017137,2017-05-24(三),01,01,09
2017138,2017-05-25(四),01,01,08
2017139,2017-05-26(五),05,06,09
2017140,2017-05-27(六),01,04,06
2017141,2017-05-28(日),01,01,05
2017142,2017-05-29(一),07,07,08
2017143,2017-05-30(二),06,08,09
2017144,2017-05-31(三),05,05,08
2017145,2017-06-01(四),04,05,09
2017146,2017-06-02(五),04,05,09
2017147,2017-06-03(六),02,09,09
2017148,2017-06-04(日),03,07,09
2017149,2017-06-05(一),03,07,09
2017150,2017-06-06(二),01,01,03
2017151,2017-06-07(三),00,06,07
2017152,2017-06-08(四),00,07,07
2017153,2017-06-09(五),00,06,08
2017154,2017-06-10(六),03,03,06
2017155,2017-06-11(日),03,05,09
2017156,2017-06-12(一),02,04,08
2017157,2017-06-13(二),01,03,07
2017158,2017-06-14(三),02,05,08
2017159,2017-06-15(四),02,07,08
2017160,2017-06-16(五),00,01,02
2017161,2017-06-17(六),07,07,09
2017162,2017-06-18(日),03,08,09
2017163,2017-06-19(一),00,00,08
2017164,2017-06-20(二),01,02,03
2017165,2017-06-21(三),03,03,03
2017166,2017-06-22(四),04,06,09
2017167,2017-06-23(五),01,04,07
2017168,2017-06-24(六),01,03,06
2017169,2017-06-25(日),04,05,08
2017170,2017-06-26(一),01,08,08
2017171,2017-06-27(二),03,04,06
2017172,2017-06-28(三),05,05,08
2017173,2017-06-29(四),04,06,09
2017174,2017-06-30(五),01,04,04
2017175,2017-07-01(六),00,00,01
2017176,2017-07-02(日),02,06,07
2017177,2017-07-03(一),05,07,09
2017178,2017-07-04(二),04,04,07
2017179,2017-07-05(三),01,05,09
2017180,2017-07-06(四),03,04,06
2017181,2017-07-07(五),05,06,09
2017182,2017-07-08(六),01,04,08
2017183,2017-07-09(日),04,09,09
2017184,2017-07-10(一),08,09,09
2017185,2017-07-11(二),02,02,08
2017186,2017-07-12(三),00,03,03
2017187,2017-07-13(四),01,03,06
2017188,2017-07-14(五),01,04,07
2017189,2017-07-15(六),02,05,06
2017190,2017-07-16(日),03,08,08
2017191,2017-07-17(一),05,06,07
2017192,2017-07-18(二),00,04,06
2017193,2017-07-19(三),02,03,05
2017194,2017-07-20(四),04,06,06
2017195,2017-07-21(五),06,06,08
2017196,2017-07-22(六),01,04,07
2017197,2017-07-23(日),01,06,08
2017198,2017-07-24(一),00,03,07
2017199,2017-07-25(二),03,06,07
2017200,2017-07-26(三),02,07,08
2017201,2017-07-27(四),03,05,08
2017202,2017-07-28(五),06,09,09
2017203,2017-07-29(六),00,00,07
2017204,2017-07-30(日),00,03,05
2017205,2017-07-31(一),00,07,07
2017206,2017-08-01(二),03,04,04
2017207,2017-08-02(三),01,03,03
2017208,2017-08-03(四),02,02,08
2017209,2017-08-04(五),03,04,05
2017210,2017-08-05(六),02,05,06
2017211,2017-08-06(日),01,02,04
2017212,2017-08-07(一),01,06,07
2017213,2017-08-08(二),06,08,09
2017214,2017-08-09(三),01,03,03
2017215,2017-08-10(四),03,06,09
2017216,2017-08-11(五),00,03,06
2017217,2017-08-12(六),01,02,08
2017218,2017-08-13(日),01,01,09
2017219,2017-08-14(一),01,03,05
2017220,2017-08-15(二),02,07,08
2017221,2017-08-16(三),05,07,08
2017222,2017-08-17(四),01,03,07
2017223,2017-08-18(五),07,07,08
2017224,2017-08-19(六),02,05,06
2017225,2017-08-20(日),00,01,08
2017226,2017-08-21(一),00,03,09
2017227,2017-08-22(二),05,08,08
2017228,2017-08-23(三),03,05,05
2017229,2017-08-24(四),00,07,07
2017230,2017-08-25(五),05,08,09
2017231,2017-08-26(六),04,07,08
2017232,2017-08-27(日),00,01,09
2017233,2017-08-28(一),02,05,09
2017234,2017-08-29(二),05,08,09
2017235,2017-08-30(三),02,03,06
2017236,2017-08-31(四),03,07,09
2017237,2017-09-01(五),01,03,05
2017238,2017-09-02(六),01,05,07
2017239,2017-09-03(日),03,08,09
2017240,2017-09-04(一),01,05,09
2017241,2017-09-05(二),04,06,06
2017242,2017-09-06(三),02,03,07
2017243,2017-09-07(四),01,05,07
2017244,2017-09-08(五),00,04,08
2017245,2017-09-09(六),02,04,08
2017246,2017-09-10(日),07,07,08
2017247,2017-09-11(一),00,03,07
2017248,2017-09-12(二),05,06,08
2017249,2017-09-13(三),00,02,03
2017250,2017-09-14(四),01,02,04
2017251,2017-09-15(五),01,05,09
2017252,2017-09-16(六),03,07,08
2017253,2017-09-17(日),02,03,06
2017254,2017-09-18(一),03,06,09
2017255,2017-09-19(二),01,02,05
2017256,2017-09-20(三),02,03,06
2017257,2017-09-21(四),02,03,04
2017258,2017-09-22(五),01,03,06
2017259,2017-09-23(六),01,04,08
2017260,2017-09-24(日),00,05,09
2017261,2017-09-25(一),06,06,08
2017262,2017-09-26(二),01,02,09
2017263,2017-09-27(三),02,06,07
2017264,2017-09-28(四),03,03,09
2017265,2017-09-29(五),02,03,07
2017266,2017-09-30(六),00,02,03
2017267,2017-10-01(日),00,07,07
2017268,2017-10-02(一),05,07,08
2017269,2017-10-03(二),03,08,09
2017270,2017-10-04(三),01,03,05
2017271,2017-10-05(四),02,04,08
2017272,2017-10-06(五),03,04,09
2017273,2017-10-07(六),02,06,07
2017274,2017-10-08(日),04,04,09
2017275,2017-10-09(一),08,08,09
2017276,2017-10-10(二),07,08,08
2017277,2017-10-11(三),05,05,07
2017278,2017-10-12(四),00,02,09
2017279,2017-10-13(五),03,04,05
2017280,2017-10-14(六),05,06,08
2017281,2017-10-15(日),00,06,09
2017282,2017-10-16(一),05,06,08
2017283,2017-10-17(二),03,05,05
2017284,2017-10-18(三),01,01,03
2017285,2017-10-19(四),03,04,04
2017286,2017-10-20(五),01,02,05
2017287,2017-10-21(六),02,05,08
2017288,2017-10-22(日),00,00,03
2017289,2017-10-23(一),02,03,06
2017290,2017-10-24(二),02,05,08
2017291,2017-10-25(三),05,06,07
2017292,2017-10-26(四),01,05,07
2017293,2017-10-27(五),06,06,09
2017294,2017-10-28(六),05,07,07
2017295,2017-10-29(日),02,03,07
2017296,2017-10-30(一),05,09,09
2017297,2017-10-31(二),02,04,06
2017298,2017-11-01(三),01,02,08
2017299,2017-11-02(四),01,02,09
2017300,2017-11-03(五),00,00,05
2017301,2017-11-04(六),01,03,09
2017302,2017-11-05(日),01,02,04
2017303,2017-11-06(一),04,07,09
2017304,2017-11-07(二),00,01,09
2017305,2017-11-08(三),00,02,04
2017306,2017-11-09(四),01,07,08
2017307,2017-11-10(五),01,05,07
2017308,2017-11-11(六),00,01,07
2017309,2017-11-12(日),07,08,09
2017310,2017-11-13(一),01,03,06
2017311,2017-11-14(二),07,09,09
2017312,2017-11-15(三),01,01,04
2017313,2017-11-16(四),02,02,03
2017314,2017-11-17(五),00,00,03
2017315,2017-11-18(六),01,07,09
2017316,2017-11-19(日),02,03,07
2017317,2017-11-20(一),01,07,07
2017318,2017-11-21(二),05,06,08
2017319,2017-11-22(三),00,01,05
2017320,2017-11-23(四),03,04,05
2017321,2017-11-24(五),01,08,08
2017322,2017-11-25(六),01,04,09
2017323,2017-11-26(日),00,02,08
2017324,2017-11-27(一),03,06,07
2017325,2017-11-28(二),00,04,06
2017326,2017-11-29(三),00,04,09
2017327,2017-11-30(四),01,03,05
2017328,2017-12-01(五),00,00,03
2017329,2017-12-02(六),01,03,09
2017330,2017-12-03(日),00,03,04
2017331,2017-12-04(一),02,07,08
2017332,2017-12-05(二),00,04,08
2017333,2017-12-06(三),02,04,04
2017334,2017-12-07(四),00,05,09
2017335,2017-12-08(五),00,05,07
2017336,2017-12-09(六),05,07,07
2017337,2017-12-10(日),04,04,04
2017338,2017-12-11(一),00,01,09
2017339,2017-12-12(二),03,05,08
2017340,2017-12-13(三),01,04,07
2017341,2017-12-14(四),01,02,06
2017342,2017-12-15(五),00,06,09
2017343,2017-12-16(六),01,06,08
2017344,2017-12-17(日),06,08,09
2017345,2017-12-18(一),01,03,07
2017346,2017-12-19(二),01,06,08
2017347,2017-12-20(三),06,06,06
2017348,2017-12-21(四),01,01,03
2017349,2017-12-22(五),03,05,07
2017350,2017-12-23(六),02,06,07
2017351,2017-12-24(日),00,01,09
2017352,2017-12-25(一),05,05,08
2017353,2017-12-26(二),00,04,09
2017354,2017-12-27(三),02,04,09
2017355,2017-12-28(四),00,01,03
2017356,2017-12-29(五),04,06,07
2017357,2017-12-30(六),05,06,06
2017358,2017-12-31(日),01,02,06
2018001,2018-01-01(一),02,03,06
2018002,2018-01-02(二),02,08,09
2018003,2018-01-03(三),03,06,07
2018004,2018-01-04(四),03,03,09
2018005,2018-01-05(五),02,08,08
2018006,2018-01-06(六),00,02,07
2018007,2018-01-07(日),00,01,02
2018008,2018-01-08(一),03,05,08
2018009,2018-01-09(二),01,03,08
2018010,2018-01-10(三),05,08,08
2018011,2018-01-11(四),00,07,08
2018012,2018-01-12(五),01,08,09
2018013,2018-01-13(六),04,06,07
2018014,2018-01-14(日),00,04,08
2018015,2018-01-15(一),05,07,08
2018016,2018-01-16(二),00,01,04
2018017,2018-01-17(三),05,06,09
2018018,2018-01-18(四),00,01,08
2018019,2018-01-19(五),01,07,09
2018020,2018-01-20(六),04,07,09
2018021,2018-01-21(日),02,02,07
2018022,2018-01-22(一),02,09,09
2018023,2018-01-23(二),00,01,02
2018024,2018-01-24(三),04,06,06
2018025,2018-01-25(四),04,06,07
2018026,2018-01-26(五),02,03,09
2018027,2018-01-27(六),03,07,09
2018028,2018-01-28(日),02,08,08
2018029,2018-01-29(一),01,03,03
2018030,2018-01-30(二),02,06,08
2018031,2018-01-31(三),02,03,08
2018032,2018-02-01(四),01,02,07
2018033,2018-02-02(五),06,07,07
2018034,2018-02-03(六),06,06,07
2018035,2018-02-04(日),05,06,08
2018036,2018-02-05(一),03,05,06
2018037,2018-02-06(二),05,06,09
2018038,2018-02-07(三),05,08,09
2018039,2018-02-08(四),00,06,07
2018040,2018-02-09(五),04,06,08
2018041,2018-02-10(六),01,05,06
2018042,2018-02-11(日),01,01,03
2018043,2018-02-12(一),02,05,07
2018044,2018-02-13(二),00,02,09
2018045,2018-02-14(三),00,02,03
2018046,2018-02-22(四),03,04,07
2018047,2018-02-23(五),05,05,08
2018048,2018-02-24(六),03,06,09
2018049,2018-02-25(日),01,04,05
2018050,2018-02-26(一),05,07,08
2018051,2018-02-27(二),00,02,06
2018052,2018-02-28(三),03,06,09
2018053,2018-03-01(四),01,04,05
2018054,2018-03-02(五),02,03,05
2018055,2018-03-03(六),00,01,06
2018056,2018-03-04(日),00,08,09
2018057,2018-03-05(一),07,07,09
2018058,2018-03-06(二),02,03,07
2018059,2018-03-07(三),04,07,09
2018060,2018-03-08(四),06,07,07
2018061,2018-03-09(五),02,05,05
2018062,2018-03-10(六),02,07,09
2018063,2018-03-11(日),01,03,06
2018064,2018-03-12(一),03,03,09
2018065,2018-03-13(二),04,08,08
2018066,2018-03-14(三),00,05,09
2018067,2018-03-15(四),05,08,08
2018068,2018-03-16(五),04,04,08
2018069,2018-03-17(六),01,01,09
2018070,2018-03-18(日),05,06,07
2018071,2018-03-19(一),07,07,09
2018072,2018-03-20(二),03,04,07
2018073,2018-03-21(三),02,05,07
2018074,2018-03-22(四),01,05,08
2018075,2018-03-23(五),01,06,08
2018076,2018-03-24(六),05,07,08
2018077,2018-03-25(日),02,04,06
2018078,2018-03-26(一),01,06,06
2018079,2018-03-27(二),03,06,09
2018080,2018-03-28(三),07,08,09
2018081,2018-03-29(四),05,07,08
2018082,2018-03-30(五),04,05,09
2018083,2018-03-31(六),02,06,06
2018084,2018-04-01(日),01,05,09
2018085,2018-04-02(一),00,03,09
2018086,2018-04-03(二),01,06,08
2018087,2018-04-04(三),01,03,05
2018088,2018-04-05(四),00,09,09
2018089,2018-04-06(五),06,06,08
2018090,2018-04-07(六),01,06,07
2018091,2018-04-08(日),00,01,02
2018092,2018-04-09(一),01,02,03
2018093,2018-04-10(二),00,02,09
2018094,2018-04-11(三),01,03,06
2018095,2018-04-12(四),01,02,04
2018096,2018-04-13(五),02,03,04
2018097,2018-04-14(六),00,03,08
2018098,2018-04-15(日),05,06,06
2018099,2018-04-16(一),01,09,09
2018100,2018-04-17(二),00,02,07
2018101,2018-04-18(三),03,04,05
2018102,2018-04-19(四),03,05,07
2018103,2018-04-20(五),02,02,02
2018104,2018-04-21(六),01,07,07
2018105,2018-04-22(日),04,07,08
2018106,2018-04-23(一),03,03,06
2018107,2018-04-24(二),03,06,06
2018108,2018-04-25(三),02,06,09
2018109,2018-04-26(四),01,02,08
2018110,2018-04-27(五),00,04,09
2018111,2018-04-28(六),00,02,07
2018112,2018-04-29(日),05,05,09
2018113,2018-04-30(一),01,05,06
2018114,2018-05-01(二),01,04,04
2018115,2018-05-02(三),09,09,09
2018116,2018-05-03(四),00,00,03
2018117,2018-05-04(五),00,03,04
2018118,2018-05-05(六),00,03,09
2018119,2018-05-06(日),07,08,09
2018120,2018-05-07(一),04,08,09
2018121,2018-05-08(二),01,06,07
2018122,2018-05-09(三),01,01,08
2018123,2018-05-10(四),00,06,09
2018124,2018-05-11(五),06,08,09
2018125,2018-05-12(六),02,03,08
2018126,2018-05-13(日),01,03,06
2018127,2018-05-14(一),00,00,02
2018128,2018-05-15(二),00,03,03
2018129,2018-05-16(三),03,05,06
2018130,2018-05-17(四),02,04,05
2018131,2018-05-18(五),02,07,09
2018132,2018-05-19(六),06,06,09
2018133,2018-05-20(日),01,06,09
2018134,2018-05-21(一),01,06,07
2018135,2018-05-22(二),06,08,09
2018136,2018-05-23(三),03,04,06
2018137,2018-05-24(四),03,05,07
2018138,2018-05-25(五),00,06,08
2018139,2018-05-26(六),04,04,07
2018140,2018-05-27(日),01,03,03
2018141,2018-05-28(一),03,05,06
2018142,2018-05-29(二),03,07,09
2018143,2018-05-30(三),04,04,05
2018144,2018-05-31(四),00,01,09
2018145,2018-06-01(五),03,06,08
2018146,2018-06-02(六),05,06,09
2018147,2018-06-03(日),03,06,06
2018148,2018-06-04(一),00,07,08
2018149,2018-06-05(二),02,03,09
2018150,2018-06-06(三),03,03,05
2018151,2018-06-07(四),01,04,05
2018152,2018-06-08(五),02,05,08
2018153,2018-06-09(六),02,03,09
2018154,2018-06-10(日),06,06,09
2018155,2018-06-11(一),02,08,09
2018156,2018-06-12(二),02,03,04
2018157,2018-06-13(三),00,02,02
2018158,2018-06-14(四),03,03,06
2018159,2018-06-15(五),00,03,04
2018160,2018-06-16(六),04,07,07
2018161,2018-06-17(日),04,07,09
2018162,2018-06-18(一),01,03,07
2018163,2018-06-19(二),06,08,09
2018164,2018-06-20(三),01,05,07
2018165,2018-06-21(四),00,02,09
2018166,2018-06-22(五),01,04,09
2018167,2018-06-23(六),04,08,09
2018168,2018-06-24(日),01,04,07
2018169,2018-06-25(一),00,03,05
2018170,2018-06-26(二),01,01,07
2018171,2018-06-27(三),01,08,09
2018172,2018-06-28(四),01,03,05
2018173,2018-06-29(五),03,04,06
2018174,2018-06-30(六),06,08,08
2018175,2018-07-01(日),03,03,08
2018176,2018-07-02(一),02,03,05
2018177,2018-07-03(二),00,01,02
2018178,2018-07-04(三),03,03,06
2018179,2018-07-05(四),02,04,07
2018180,2018-07-06(五),01,06,07
2018181,2018-07-07(六),04,08,09
2018182,2018-07-08(日),02,03,09
2018183,2018-07-09(一),03,05,09
2018184,2018-07-10(二),03,04,07
2018185,2018-07-11(三),00,05,07
2018186,2018-07-12(四),01,01,04
2018187,2018-07-13(五),00,07,08
2018188,2018-07-14(六),00,04,08
2018189,2018-07-15(日),00,06,07
2018190,2018-07-16(一),05,05,06
2018191,2018-07-17(二),00,03,05
2018192,2018-07-18(三),03,08,09
2018193,2018-07-19(四),00,01,06
2018194,2018-07-20(五),03,05,07
2018195,2018-07-21(六),03,06,07
2018196,2018-07-22(日),00,00,05
2018197,2018-07-23(一),00,01,05
2018198,2018-07-24(二),03,07,09
2018199,2018-07-25(三),00,01,05
2018200,2018-07-26(四),00,03,05
2018201,2018-07-27(五),01,05,06
2018202,2018-07-28(六),01,04,06
2018203,2018-07-29(日),00,04,05
2018204,2018-07-30(一),00,02,04
2018205,2018-07-31(二),01,04,08
2018206,2018-08-01(三),02,06,06
2018207,2018-08-02(四),05,06,07
2018208,2018-08-03(五),02,04,05
2018209,2018-08-04(六),00,05,09
2018210,2018-08-05(日),02,08,09
2018211,2018-08-06(一),02,06,08
2018212,2018-08-07(二),05,07,08
2018213,2018-08-08(三),00,02,03
2018214,2018-08-09(四),01,08,08
2018215,2018-08-10(五),02,04,05
2018216,2018-08-11(六),01,02,08
2018217,2018-08-12(日),05,07,08
2018218,2018-08-13(一),06,07,09
2018219,2018-08-14(二),01,03,09
2018220,2018-08-15(三),04,06,08
2018221,2018-08-16(四),00,01,04
2018222,2018-08-17(五),01,03,07
2018223,2018-08-18(六),04,09,09
2018224,2018-08-19(日),00,00,03
2018225,2018-08-20(一),00,01,06
2018226,2018-08-21(二),06,07,09
2018227,2018-08-22(三),07,07,09
2018228,2018-08-23(四),00,04,07
2018229,2018-08-24(五),05,05,06
2018230,2018-08-25(六),00,05,07
2018231,2018-08-26(日),02,06,09
2018232,2018-08-27(一),01,05,07
2018233,2018-08-28(二),05,07,09
2018234,2018-08-29(三),03,05,09
2018235,2018-08-30(四),02,08,08
2018236,2018-08-31(五),02,04,06
2018237,2018-09-01(六),01,03,06
2018238,2018-09-02(日),00,02,07
2018239,2018-09-03(一),04,07,09
2018240,2018-09-04(二),00,05,06
2018241,2018-09-05(三),01,02,05
2018242,2018-09-06(四),02,03,06
2018243,2018-09-07(五),03,06,09
2018244,2018-09-08(六),03,04,06
2018245,2018-09-09(日),01,03,05
2018246,2018-09-10(一),00,03,06
2018247,2018-09-11(二),02,06,06
2018248,2018-09-12(三),01,02,05
2018249,2018-09-13(四),03,06,06
2018250,2018-09-14(五),01,05,05
2018251,2018-09-15(六),03,08,09
2018252,2018-09-16(日),00,06,07
2018253,2018-09-17(一),00,08,09
2018254,2018-09-18(二),05,06,07
2018255,2018-09-19(三),02,08,09
2018256,2018-09-20(四),00,07,08
2018257,2018-09-21(五),00,04,09
2018258,2018-09-22(六),00,00,03
2018259,2018-09-23(日),00,00,01
2018260,2018-09-24(一),04,04,07
2018261,2018-09-25(二),00,08,09
2018262,2018-09-26(三),02,03,05
2018263,2018-09-27(四),01,03,08
2018264,2018-09-28(五),00,00,04
2018265,2018-09-29(六),04,06,08
2018266,2018-09-30(日),01,02,06
2018267,2018-10-01(一),00,00,01
2018268,2018-10-02(二),02,07,08
2018269,2018-10-03(三),05,06,09
2018270,2018-10-04(四),03,04,09
2018271,2018-10-05(五),03,05,06
2018272,2018-10-06(六),00,05,08
2018273,2018-10-07(日),04,05,07
2018274,2018-10-08(一),05,05,07
2018275,2018-10-09(二),02,04,06
2018276,2018-10-10(三),01,02,06
2018277,2018-10-11(四),00,07,09
2018278,2018-10-12(五),03,05,06
2018279,2018-10-13(六),03,05,07
2018280,2018-10-14(日),06,06,09
2018281,2018-10-15(一),04,07,09
2018282,2018-10-16(二),01,06,07
2018283,2018-10-17(三),05,05,08
2018284,2018-10-18(四),03,04,06
2018285,2018-10-19(五),02,08,09
2018286,2018-10-20(六),01,06,09
2018287,2018-10-21(日),03,07,08
2018288,2018-10-22(一),03,04,04
2018289,2018-10-23(二),04,05,09
2018290,2018-10-24(三),00,03,06
2018291,2018-10-25(四),03,05,09
2018292,2018-10-26(五),02,02,09
2018293,2018-10-27(六),05,08,09
2018294,2018-10-28(日),03,05,07
2018295,2018-10-29(一),01,03,05
2018296,2018-10-30(二),01,08,08
2018297,2018-10-31(三),02,08,09
2018298,2018-11-01(四),01,01,01
2018299,2018-11-02(五),01,03,03
2018300,2018-11-03(六),07,07,07
2018301,2018-11-04(日),02,06,09
2018302,2018-11-05(一),03,08,08
2018303,2018-11-06(二),00,01,08
2018304,2018-11-07(三),00,03,04
2018305,2018-11-08(四),04,05,08
2018306,2018-11-09(五),01,03,06
2018307,2018-11-10(六),03,07,08
2018308,2018-11-11(日),02,06,08
2018309,2018-11-12(一),00,03,08
2018310,2018-11-13(二),03,04,07
2018311,2018-11-14(三),00,01,08
2018312,2018-11-15(四),02,05,06
2018313,2018-11-16(五),02,08,09
2018314,2018-11-17(六),07,07,08
2018315,2018-11-18(日),00,08,08
2018316,2018-11-19(一),00,07,08
2018317,2018-11-20(二),00,02,03
2018318,2018-11-21(三),00,07,08
2018319,2018-11-22(四),01,02,06
2018320,2018-11-23(五),05,05,06
2018321,2018-11-24(六),03,07,08
2018322,2018-11-25(日),00,01,03
2018323,2018-11-26(一),02,04,09
2018324,2018-11-27(二),01,03,09
2018325,2018-11-28(三),00,01,06
2018326,2018-11-29(四),04,04,05
2018327,2018-11-30(五),02,03,04
2018328,2018-12-01(六),01,04,08
2018329,2018-12-02(日),01,05,06
2018330,2018-12-03(一),01,01,07
2018331,2018-12-04(二),00,01,08
2018332,2018-12-05(三),03,08,08
2018333,2018-12-06(四),02,08,08
2018334,2018-12-07(五),03,04,09
2018335,2018-12-08(六),00,04,07
2018336,2018-12-09(日),00,06,09
2018337,2018-12-10(一),01,03,07
2018338,2018-12-11(二),01,07,08
2018339,2018-12-12(三),04,07,07
2018340,2018-12-13(四),07,08,09
2018341,2018-12-14(五),07,09,09
2018342,2018-12-15(六),04,07,09
2018343,2018-12-16(日),00,02,05
2018344,2018-12-17(一),03,07,09
2018345,2018-12-18(二),02,06,09
2018346,2018-12-19(三),01,06,08
2018347,2018-12-20(四),01,03,05
2018348,2018-12-21(五),04,06,09
2018349,2018-12-22(六),01,02,08
2018350,2018-12-23(日),02,02,03
2018351,2018-12-24(一),01,05,06
2018352,2018-12-25(二),02,04,05
2018353,2018-12-26(三),05,08,09
2018354,2018-12-27(四),00,06,09
2018355,2018-12-28(五),07,07,08
2018356,2018-12-29(六),01,01,06
2018357,2018-12-30(日),01,04,07
2018358,2018-12-31(一),02,03,09
2019001,2019-01-01(二),04,04,06
2019002,2019-01-02(三),02,02,07
2019003,2019-01-03(四),03,04,05
2019004,2019-01-04(五),01,01,08
2019005,2019-01-05(六),00,01,05
2019006,2019-01-06(日),05,05,07
2019007,2019-01-07(一),00,03,07
2019008,2019-01-08(二),05,07,08
2019009,2019-01-09(三),04,06,07
2019010,2019-01-10(四),03,05,08
2019011,2019-01-11(五),02,06,06
2019012,2019-01-12(六),01,01,03
2019013,2019-01-13(日),00,01,09
2019014,2019-01-14(一),04,07,09
2019015,2019-01-15(二),00,02,03
2019016,2019-01-16(三),03,06,08
2019017,2019-01-17(四),05,05,09
2019018,2019-01-18(五),01,02,04
2019019,2019-01-19(六),07,07,09
2019020,2019-01-20(日),02,04,08
2019021,2019-01-21(一),00,08,08
2019022,2019-01-22(二),01,03,07
2019023,2019-01-23(三),06,07,07
2019024,2019-01-24(四),03,06,07
2019025,2019-01-25(五),02,03,07
2019026,2019-01-26(六),04,05,09
2019027,2019-01-27(日),00,01,03
2019028,2019-01-28(一),01,04,07
2019029,2019-01-29(二),04,05,06
2019030,2019-01-30(三),00,02,08
2019031,2019-01-31(四),03,07,09
2019032,2019-02-01(五),01,01,06
2019033,2019-02-02(六),00,02,07
2019034,2019-02-03(日),06,06,07
2019035,2019-02-11(一),08,08,08
2019036,2019-02-12(二),03,04,04
2019037,2019-02-13(三),05,06,07
2019038,2019-02-14(四),08,08,09
2019039,2019-02-15(五),04,05,07
2019040,2019-02-16(六),04,05,07
2019041,2019-02-17(日),02,04,08
2019042,2019-02-18(一),05,07,09
2019043,2019-02-19(二),00,06,09
2019044,2019-02-20(三),00,00,02
2019045,2019-02-21(四),03,05,07
2019046,2019-02-22(五),01,04,05
2019047,2019-02-23(六),02,03,09
2019048,2019-02-24(日),02,03,06
2019049,2019-02-25(一),00,01,08
2019050,2019-02-26(二),04,08,09
2019051,2019-02-27(三),00,01,03
2019052,2019-02-28(四),02,05,07
2019053,2019-03-01(五),01,03,06
2019054,2019-03-02(六),04,08,09
2019055,2019-03-03(日),01,02,08
2019056,2019-03-04(一),03,06,09
2019057,2019-03-05(二),00,06,07
2019058,2019-03-06(三),00,00,02
2019059,2019-03-07(四),00,01,04
2019060,2019-03-08(五),01,01,04
2019061,2019-03-09(六),00,04,09
2019062,2019-03-10(日),00,04,08
2019063,2019-03-11(一),01,07,09
2019064,2019-03-12(二),05,07,08
2019065,2019-03-13(三),00,02,03
2019066,2019-03-14(四),00,03,08
2019067,2019-03-15(五),04,08,08
2019068,2019-03-16(六),01,04,04
2019069,2019-03-17(日),06,07,08
2019070,2019-03-18(一),07,08,09
2019071,2019-03-19(二),00,00,06
2019072,2019-03-20(三),01,02,05
2019073,2019-03-21(四),00,03,03
2019074,2019-03-22(五),02,05,06
2019075,2019-03-23(六),00,01,02
2019076,2019-03-24(日),00,00,05
2019077,2019-03-25(一),02,07,09
2019078,2019-03-26(二),00,04,06
2019079,2019-03-27(三),03,05,09
2019080,2019-03-28(四),01,03,04
2019081,2019-03-29(五),01,03,04
2019082,2019-03-30(六),01,07,08
2019083,2019-03-31(日),02,08,09
2019084,2019-04-01(一),07,08,09
2019085,2019-04-02(二),00,05,05
2019086,2019-04-03(三),02,03,08
2019087,2019-04-04(四),01,04,07
2019088,2019-04-05(五),03,06,09
2019089,2019-04-06(六),00,04,05
2019090,2019-04-07(日),07,08,09
2019091,2019-04-08(一),02,05,06
2019092,2019-04-09(二),00,03,06
2019093,2019-04-10(三),02,05,08
2019094,2019-04-11(四),01,08,09
2019095,2019-04-12(五),03,05,09
2019096,2019-04-13(六),00,06,06
2019097,2019-04-14(日),02,03,04
2019098,2019-04-15(一),00,07,08
2019099,2019-04-16(二),03,07,08
2019100,2019-04-17(三),04,07,08
2019101,2019-04-18(四),05,05,09
2019102,2019-04-19(五),05,05,09
2019103,2019-04-20(六),00,05,07
2019104,2019-04-21(日),03,05,09
2019105,2019-04-22(一),02,03,08
2019106,2019-04-23(二),00,00,04
2019107,2019-04-24(三),01,07,07
2019108,2019-04-25(四),01,05,05
2019109,2019-04-26(五),01,03,06
2019110,2019-04-27(六),01,02,06
2019111,2019-04-28(日),01,06,07
2019112,2019-04-29(一),02,02,09
2019113,2019-04-30(二),02,03,08
2019114,2019-05-01(三),05,05,08
2019115,2019-05-02(四),04,06,06
2019116,2019-05-03(五),00,04,07
2019117,2019-05-04(六),02,06,09
2019118,2019-05-05(日),01,04,08
